id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1286413850804453377,1286413850804453377,1595539937000,2020-07-23,23:32:17,CEST,235638825,epmd78,renaud cedric,,voila des germes sur des masques a termes  #coronavirus #StopMasques #StopDictatureSanitaire #nonaumasqueobligatoire #masquedangereux #reveillezvous #ManipulationDeMasse #mensongegouvernement pic.twitter.com/M26mr2YEZQ,[],[],['https://pbs.twimg.com/media/EdpCAk0WoAUviSX.jpg'],0,0,0,"['#coronavirus', '#stopmasques', '#stopdictaturesanitaire', '#nonaumasqueobligatoire', '#masquedangereux', '#reveillezvous', '#manipulationdemasse', '#mensongegouvernement']",[],https://twitter.com/epmd78/status/1286413850804453377,False,,0,,,,,,,"[{'user_id': '235638825', 'username': 'epmd78'}]",,,,
1286399764045672450,1286399764045672450,1595536578000,2020-07-23,22:36:18,CEST,1247879400156094465,theodiamandis,Theo Diamandis,,"Ma seule ""obsession"" : c'est la #France !!
#Patriote #StopDictatureSanitaire #StopMasques #Liberté #Egalité #Fraternite #Securité #LaRacailleTue #OnVeutLesNoms",[],[],[],0,0,1,"['#france', '#patriote', '#stopdictaturesanitaire', '#stopmasques', '#liberté', '#egalité', '#fraternite', '#securité', '#laracailletue', '#onveutlesnoms']",[],https://twitter.com/TheoDiamandis/status/1286399764045672450,False,,0,,,,,,,"[{'user_id': '1247879400156094465', 'username': 'TheoDiamandis'}]",,,,
1286396013805215745,1286396013805215745,1595535684000,2020-07-23,22:21:24,CEST,1247879400156094465,theodiamandis,Theo Diamandis,,"En tant que citoyens de ce pays, je veux pouvoir défendre la FRANCE et donner librement mon avis. 
#StopDictatureSanitaire #StopMasques #StopAuxRacailles #LaRacaiilleTue #MacronDestitution #DegageMacron #FranceLibre #IcicestlaFRANCE #PasUnHotel",[],[],[],0,0,0,"['#stopdictaturesanitaire', '#stopmasques', '#stopauxracailles', '#laracaiilletue', '#macrondestitution', '#degagemacron', '#francelibre', '#icicestlafrance', '#pasunhotel']",[],https://twitter.com/TheoDiamandis/status/1286396013805215745,False,,0,,,,,,,"[{'user_id': '1247879400156094465', 'username': 'TheoDiamandis'}]",,,,
1286394753454608384,1286394753454608384,1595535383000,2020-07-23,22:16:23,CEST,950027545696722944,floppydisk8,MacBouffon le Beurré,,"#StopMasques
#StopDictatureSanitaire
#masquesObligatoiresMonQ pic.twitter.com/7hfOeOFRo0",[],[],['https://pbs.twimg.com/media/EdoxNaeXkAITLID.jpg'],1,0,0,"['#stopmasques', '#stopdictaturesanitaire', '#masquesobligatoiresmonq']",[],https://twitter.com/Floppydisk8/status/1286394753454608384,False,,0,,,,,,,"[{'user_id': '950027545696722944', 'username': 'Floppydisk8'}]",,,,
1286390161786515457,1286390161786515457,1595534289000,2020-07-23,21:58:09,CEST,950027545696722944,floppydisk8,MacBouffon le Beurré,,"#StopMasques
#StopDictatureSanitaire
#masquesObligatoiresMonQ pic.twitter.com/6wMYztPsTJ",[],[],['https://pbs.twimg.com/media/EdotCIAX0AU1HPC.jpg'],0,0,0,"['#stopmasques', '#stopdictaturesanitaire', '#masquesobligatoiresmonq']",[],https://twitter.com/Floppydisk8/status/1286390161786515457,False,,0,,,,,,,"[{'user_id': '950027545696722944', 'username': 'Floppydisk8'}]",,,,
1286390144891785218,1286390144891785218,1595534285000,2020-07-23,21:58:05,CEST,950027545696722944,floppydisk8,MacBouffon le Beurré,,"#StopMasques
#StopDictatureSanitaire
#masquesObligatoiresMonQ pic.twitter.com/ZnAM48b1u5",[],[],['https://pbs.twimg.com/media/EdotBKuX0AAkJn7.jpg'],0,0,0,"['#stopmasques', '#stopdictaturesanitaire', '#masquesobligatoiresmonq']",[],https://twitter.com/Floppydisk8/status/1286390144891785218,False,,0,,,,,,,"[{'user_id': '950027545696722944', 'username': 'Floppydisk8'}]",,,,
1286389766209048577,1286389766209048577,1595534194000,2020-07-23,21:56:34,CEST,950027545696722944,floppydisk8,MacBouffon le Beurré,,"#StopMasques
#StopDictatureSanitaire
#masquesObligatoiresMonQ pic.twitter.com/EThjrQusFy",[],[],['https://pbs.twimg.com/media/EdosrJxWAAE6Hk0.jpg'],0,0,0,"['#stopmasques', '#stopdictaturesanitaire', '#masquesobligatoiresmonq']",[],https://twitter.com/Floppydisk8/status/1286389766209048577,False,,0,,,,,,,"[{'user_id': '950027545696722944', 'username': 'Floppydisk8'}]",,,,
1286377607030808577,1286339116922294272,1595531295000,2020-07-23,21:08:15,CEST,1414206546,ddg7893,damien_ddg,,#stopmasques,['captainkorsair7'],[],[],0,2,4,['#stopmasques'],[],https://twitter.com/ddg7893/status/1286377607030808577,False,,0,,,,,,,"[{'user_id': '1414206546', 'username': 'ddg7893'}, {'user_id': '1252522151921491969', 'username': 'CaptainKorsair7'}]",,,,
1286366051840688136,1286350851104219136,1595528540000,2020-07-23,20:22:20,CEST,1250349038710304769,sankukai11,Sankukai,,"Chacun son pays, chacun son combat, et les vaches seront bien gardées #ID2020 #coronavirus #Trump #Covid_19 #WWG1WGA #Q #Qanon make failed the globalists @EmmanuelMacron THALES #StopAuxRacailles #StopAuxTraore #StopMasques #StopDictatureSanitaire pic.twitter.com/93qZh5VsiT","['pierrecallamand', 'emmanuelmacron']",[],['https://pbs.twimg.com/media/EdoXGxwXoAEBI1Q.jpg'],0,0,0,"['#id2020', '#coronavirus', '#trump', '#covid_19', '#wwg1wga', '#q', '#qanon', '#stopauxracailles', '#stopauxtraore', '#stopmasques', '#stopdictaturesanitaire']",[],https://twitter.com/Sankukai11/status/1286366051840688136,False,,0,,,,,,,"[{'user_id': '1250349038710304769', 'username': 'Sankukai11'}, {'user_id': '200926578', 'username': 'pierrecallamand'}, {'user_id': '1976143068', 'username': 'EmmanuelMacron'}]",,,,
1286360301210828802,1286360301210828802,1595527169000,2020-07-23,19:59:29,CEST,1259476897022517248,politiquepersp1,Perspective Politique,,"Derrière les lignes ennemies  https://youtu.be/dWL8PMmUZcw  via @YouTube
#StopDictatureSanitaire #StopMasques #baslesmasques",['youtube'],['https://youtu.be/dWL8PMmUZcw'],[],0,0,0,"['#stopdictaturesanitaire', '#stopmasques', '#baslesmasques']",[],https://twitter.com/PolitiquePersp1/status/1286360301210828802,False,,0,,,,,,,"[{'user_id': '1259476897022517248', 'username': 'PolitiquePersp1'}, {'user_id': '10228272', 'username': 'YouTube'}]",,,,
